region,point,lower,upper,mid_lower,mid_upper,central_lower,central_upper,metric,Expected change in daily cases
Pouso Alegre,1,1,1.1,1,1.1,1,1,Effective reproduction no.,Likely increasing
Poá,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Prado,1,1,1.1,1,1,1,1,Effective reproduction no.,Unsure
Pradópolis,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Praia Grande,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Prainha,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Presidente Epitácio,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Presidente Figueiredo,1,1,1.1,1,1,1,1,Effective reproduction no.,Unsure
Presidente Kennedy,1,0.8,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Presidente Prudente,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Presidente Tancredo Neves,1,0,2,0,1,0,1,New confirmed cases by infection date,Decreasing
Promissão,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Propriá,1,0,4,1,1,1,1,New confirmed cases by infection date,Likely decreasing
Quatro Barras,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Quebrangulo,1,0.7,1.3,0.9,1.2,1,1.1,Effective reproduction no.,Unsure
Queimadas,1,1,2,1,2,1,1,New confirmed cases by infection date,Decreasing
Queimados,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Queluz,1,0,2,1,2,1,1,New confirmed cases by infection date,Decreasing
Quilombo,1,0,3,1,2,1,1,New confirmed cases by infection date,Likely decreasing
Quirinópolis,1,0.9,1.2,1,1,1,1,Effective reproduction no.,Unsure
Quissamã,1,0,3,1,2,1,1,New confirmed cases by infection date,Likely decreasing
Quiterianópolis,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Quixelô,1,0.96,1.04,0.98,1.01,1,1,Effective reproduction no.,Unsure
Quixeramobim,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Quixeré,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Unsure
Rancharia,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Recife,1,0.9,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
Redenção,1,0.8,1.2,1,1.1,1,1.1,Effective reproduction no.,Unsure
Registro,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Reriutaba,1,0.8,1.1,1,1,1,1,Effective reproduction no.,Unsure
Resende,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Resplendor,1,0.9,1.2,1,1.1,1.1,1.1,Effective reproduction no.,Unsure
Retirolândia,1,0.9,1.2,1,1.1,1,1,Effective reproduction no.,Unsure
Riacho das Almas,1,0,3,0,1,0,0,New confirmed cases by infection date,Likely decreasing
Riachão,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Riachão das Neves,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Riachão do Jacuípe,1,0.9,1.1,1,1.1,1,1.1,Effective reproduction no.,Unsure
Rialma,1,1,1.1,1,1,1,1,Effective reproduction no.,Unsure
Ribeira do Pombal,1,1,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Ribeirão Pires,1,1,1.1,1,1,1,1,Effective reproduction no.,Unsure
Ribeirão Preto,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Ribeirão das Neves,1,0.9,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
Rio Branco do Sul,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Rio Brilhante,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Rio Grande,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Rio Grande da Serra,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Rio Largo,1,0,1,1,1,1,1,New confirmed cases by infection date,Decreasing
Rio Maria,1,0.8,1.1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Rio Negro,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Rio Paranaíba,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Rio Pardo,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Rio Preto da Eva,1,1,3,1,2,1,1,New confirmed cases by infection date,Decreasing
Rio Real,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Rio Tinto,1,0,1,0,1,1,1,New confirmed cases by infection date,Decreasing
Rio Verde,1,1,1.1,1,1,1,1,Effective reproduction no.,Unsure
Rio do Sul,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Riolândia,1,0,2,0,1,1,1,New confirmed cases by infection date,Decreasing
Rodeio,1,0,3,0,1,1,1,New confirmed cases by infection date,Likely decreasing
Rolante,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Rolim de Moura,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Rolândia,1,0.9,1.1,1,1.1,1,1.1,Effective reproduction no.,Unsure
Rondon do Pará,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Rorainópolis,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Rurópolis,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Sabará,1,0.9,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
Sales Oliveira,1,1,1.1,1,1,1,1,Effective reproduction no.,Unsure
Salinas,1,0.8,1.1,1,1.1,1,1.1,Effective reproduction no.,Unsure
Salto,1,0.9,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
Salvador,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Sangão,1,0.8,1.2,1,1.1,1,1.1,Effective reproduction no.,Unsure
Sant'Ana do Livramento,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Santa Adélia,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Santa Bárbara,1,0.9,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
Santa Bárbara d'Oeste,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Santa Cruz Cabrália,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Santa Cruz das Palmeiras,1,0,2,1,2,1,1,New confirmed cases by infection date,Decreasing
Santa Cruz do Piauí,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Santa Cruz do Rio Pardo,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Santa Fé do Sul,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Santa Helena,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Santa Inês,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Santa Juliana,1,0,3,0,2,1,1,New confirmed cases by infection date,Likely decreasing
Santa Luzia,1,0.8,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
Santa Luzia do Paruá,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Santa Luzia do Pará,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Santa Maria da Vitória,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Santa Maria das Barreiras,1,0,3,0,1,1,1,New confirmed cases by infection date,Likely decreasing
Santa Maria de Jetibá,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Santa Quitéria,1,1,1.1,1,1,1,1,Effective reproduction no.,Unsure
Santa Rita de Cássia,1,1,1.1,1,1,1,1,Effective reproduction no.,Likely increasing
Santa Rita do Passa Quatro,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Santa Rosa,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Santa Rosa do Sul,1,0,2,0,1,1,1,New confirmed cases by infection date,Decreasing
Santa Teresa,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Santa Terezinha de Itaipu,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Santaluz,1,1,1.2,1,1.1,1,1.1,Effective reproduction no.,Likely increasing
Santana,1,1,1.1,1,1,1,1,Effective reproduction no.,Likely increasing
Santarém,1,0.9,1.1,1,1.1,1,1.1,Effective reproduction no.,Unsure
Santiago,1,1,1.1,1,1.1,1,1.1,Effective reproduction no.,Likely increasing
Santo André,1,0.9,1,1,1,1,1,Effective reproduction no.,Decreasing
Santo Antônio de Jesus,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Santo Antônio de Posse,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Santo Antônio do Descoberto,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Sapucaia,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Sapucaia do Sul,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Sarandi,1,1,1,1,1,1,1,Effective reproduction no.,Unsure
Sarzedo,1,0,3,1,2,1,1,New confirmed cases by infection date,Likely decreasing
Sarzedo,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Schroeder,1,1,1.1,1,1.1,1,1,Effective reproduction no.,Unsure
Senador Canedo,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Senador Pompeu,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Senhor do Bonfim,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Serafina Corrêa,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Serra,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Serrana,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Sertanópolis,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Sertânia,1,0,1,0,1,0,1,New confirmed cases by infection date,Decreasing
Sertãozinho,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Sete Barras,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Sete Lagoas,1,1,1.1,1,1,1,1,Effective reproduction no.,Likely increasing
Severínia,1,0.9,1.1,1,1.1,1,1.1,Effective reproduction no.,Unsure
Siderópolis,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Simões Filho,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Socorro,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Sonora,1,0,3,0,2,1,2,New confirmed cases by infection date,Likely decreasing
Sooretama,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Sousa,1,0.9,1.1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
São Benedito do Rio Preto,1,0,2,0,1,0,1,New confirmed cases by infection date,Decreasing
São Bento,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
São Bento do Una,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
São Caitano,1,0,3,0,1,0,0,New confirmed cases by infection date,Decreasing
São Carlos,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
São Domingos do Araguaia,1,0.9,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
São Francisco de Itabapoana,1,0,3,1,2,1,1,New confirmed cases by infection date,Likely decreasing
São Francisco do Conde,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Decreasing
São Francisco do Sul,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
São Félix,1,1,1.1,1,1.1,1,1,Effective reproduction no.,Likely increasing
São Gabriel,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
São Gabriel da Cachoeira,1,0.9,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
São Gonçalo,1,0.9,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
São Gonçalo do Amarante,1,0.9,1,1,1,1,1,Effective reproduction no.,Decreasing
São Gonçalo dos Campos,1,0,2,1,1,1,1,New confirmed cases by infection date,Decreasing
São Gotardo,1,0.9,1.2,1,1.1,1,1.1,Effective reproduction no.,Unsure
São Jerônimo,1,0.8,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
São Joaquim,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
São Joaquim da Barra,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
São José,1,0.9,1.2,0.9,1,1,1,Effective reproduction no.,Unsure
São José da Laje,1,0,2,0,1,0,1,New confirmed cases by infection date,Decreasing
São José da Lapa,1,0,2,0,1,1,1,New confirmed cases by infection date,Decreasing
São José da Vitória,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
São José de Mipibu,1,0,3,0,1,0,0,New confirmed cases by infection date,Decreasing
São José do Rio Preto,1,0.9,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
São José dos Campos,1,0.8,1.3,0.9,1.2,1,1.1,Effective reproduction no.,Unsure
São José dos Pinhais,1,1,1.1,1,1,1,1,Effective reproduction no.,Unsure
São João da Barra,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
São João de Meriti,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
São João do Rio do Peixe,1,0,3,1,2,1,1,New confirmed cases by infection date,Decreasing
São João do Soter,1,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
São Leopoldo,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
São Lourenço,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
São Lourenço da Mata,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
São Ludgero,1,0,3,0,1,1,1,New confirmed cases by infection date,Decreasing
São Luiz Gonzaga,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
São Luís,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
São Luís de Montes Belos,1,1,1.1,1,1,1,1,Effective reproduction no.,Unsure
São Marcos,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
São Miguel,1,0.9,1.2,1,1.1,1,1.1,Effective reproduction no.,Unsure
São Miguel do Guamá,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
São Miguel do Oeste,1,0.9,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
São Miguel dos Campos,1,0,1,0,1,0,1,New confirmed cases by infection date,Decreasing
São Pedro,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
São Pedro da Aldeia,1,0.9,1.1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
São Pedro da Água Branca,1,0.9,1.1,1,1.1,1,1.1,Effective reproduction no.,Likely increasing
São Pedro de Alcântara,1,0.8,1.1,1,1,1,1,Effective reproduction no.,Unsure
São Pedro do Piauí,1,0.8,1.1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
São Raimundo Nonato,1,0.9,1.1,1,1.1,1,1,Effective reproduction no.,Likely increasing
São Roque,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
São Sebastião do Caí,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
São Sebastião do Uatumã,1,0,3,0,1,0,1,New confirmed cases by infection date,Likely decreasing
São Vicente,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Tabapuã,1,0,3,1,2,1,1,New confirmed cases by infection date,Likely decreasing
Tabatinga,1,1,1.1,1,1,1,1,Effective reproduction no.,Likely increasing
Tabuleiro do Norte,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Tailândia,1,0.9,1.1,1,1.1,1,1,Effective reproduction no.,Unsure
Taió,1,0,2,0,1,0,0,New confirmed cases by infection date,Decreasing
Tamarana,1,0.8,1.3,1,1.2,1,1.1,Effective reproduction no.,Unsure
Tambaú,1,0,1,0,1,0,1,New confirmed cases by infection date,Decreasing
Tanguá,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Tapejara,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Taquara,1,0.8,1.2,1,1.1,1,1.1,Effective reproduction no.,Unsure
Tasso Fragoso,1,0.9,1.1,1,1.1,1,1,Effective reproduction no.,Unsure
Tatuí,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Taubaté,1,1,1.1,1,1.1,1,1.1,Effective reproduction no.,Likely increasing
Tauá,1,1,1.1,1,1.1,1,1,Effective reproduction no.,Likely increasing
Tefé,1,1,1,1,1,1,1,Effective reproduction no.,Unsure
Telêmaco Borba,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Tenente Portela,1,0.9,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
Teresópolis,1,0.9,1.2,1,1.1,1,1,Effective reproduction no.,Unsure
Teutônia,1,1,1.1,1,1.1,1,1.1,Effective reproduction no.,Likely increasing
Tijucas,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Timbaúba,1,0.9,1.1,1,1.1,1,1.1,Effective reproduction no.,Unsure
Timon,1,0.8,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
Timóteo,1,0.9,1.1,1,1.1,1,1,Effective reproduction no.,Unsure
Tocantinópolis,1,0.8,1.1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Tocantínia,1,0,2,0,1,0,0,New confirmed cases by infection date,Likely decreasing
Toledo,1,1,1.1,1,1.1,1,1,Effective reproduction no.,Likely increasing
Toritama,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Torres,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Tramandaí,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Treze de Maio,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Trindade,1,0.8,1.2,0.9,1.1,1,1.1,Effective reproduction no.,Unsure
Triunfo,1,0.9,1.1,1,1.1,1,1,Effective reproduction no.,Unsure
Três Cachoeiras,1,0.8,1.1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Três Corações,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Três Rios,1,0.8,1.1,0.9,1,0.9,1,Effective reproduction no.,Unsure
Tucuruí,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Tunápolis,1,1,1.1,1,1.1,1,1,Effective reproduction no.,Likely increasing
Tupaciguara,1,0.9,1.1,1,1.1,1,1.1,Effective reproduction no.,Unsure
Tupanatinga,1,0.8,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
Tupã,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Uauá,1,0,3,0,1,0,0,New confirmed cases by infection date,Decreasing
Ubatuba,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Uberaba,1,1,1.1,1,1.1,1,1.1,Effective reproduction no.,Increasing
Ubá,1,0.9,1.1,1,1.1,1,1,Effective reproduction no.,Unsure
Uchoa,1,0,2,1,1,1,1,New confirmed cases by infection date,Decreasing
Uiramutã,1,0.9,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
Unaí,1,0.8,1.1,0.9,1,0.9,1,Effective reproduction no.,Unsure
União dos Palmares,1,0,2,0,1,0,1,New confirmed cases by infection date,Decreasing
Upanema,1,0,3,1,2,1,1,New confirmed cases by infection date,Likely decreasing
Urbano Santos,1,0.8,1.1,0.9,1,0.9,1,Effective reproduction no.,Unsure
Uruaçu,1,1,1.1,1,1,1,1,Effective reproduction no.,Increasing
Urucará,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Urucurituba,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Uruguaiana,1,1,1.1,1,1.1,1,1.1,Effective reproduction no.,Likely increasing
Urussanga,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Uruçuca,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Urânia,1,0,3,1,1,1,1,New confirmed cases by infection date,Likely decreasing
Vacaria,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Valentim Gentil,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Valença,1,1,1,1,1,1,1,Effective reproduction no.,Decreasing
Valença do Piauí,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Valparaíso,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Valparaíso de Goiás,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Vargem Alta,1,0,3,0,1,0,0,New confirmed cases by infection date,Likely decreasing
Vargem Grande Paulista,1,1,1.1,1,1.1,1,1,Effective reproduction no.,Likely increasing
Varginha,1,0.9,1.1,1,1.1,1,1,Effective reproduction no.,Unsure
Varjota,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Vassouras,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Venda Nova do Imigrante,1,0,2,1,1,1,1,New confirmed cases by infection date,Decreasing
Venturosa,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Venâncio Aires,1,0.9,1.1,1,1.1,1.1,1.1,Effective reproduction no.,Unsure
Veranópolis,1,0.9,1.1,1,1.1,1,1.1,Effective reproduction no.,Unsure
Videira,1,0.8,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
Vila Valério,1,0,2,1,2,1,1,New confirmed cases by infection date,Decreasing
Vila Velha,1,1,1,1,1,1,1,Effective reproduction no.,Unsure
Vilhena,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Viradouro,1,0.9,1,0.9,1,1,1,Effective reproduction no.,Likely decreasing
Visconde do Rio Branco,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Vitorino Freire,1,0,2,1,1,1,1,New confirmed cases by infection date,Decreasing
Vitória,1,0.9,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Vitória da Conquista,1,1,1.1,1,1.1,1,1,Effective reproduction no.,Likely increasing
Vitória do Jari,1,1,1,1,1,1,1,Effective reproduction no.,Unsure
Vitória do Xingu,1,0,3,0,1,1,1,New confirmed cases by infection date,Decreasing
Viçosa,1,1,1.1,1,1.1,1,1,Effective reproduction no.,Unsure
Volta Redonda,1,0.8,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
Votorantim,1,1,1,1,1,1,1,Effective reproduction no.,Likely decreasing
Votuporanga,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Várzea Alegre,1,0,3,1,2,1,1,New confirmed cases by infection date,Decreasing
Wanderlândia,1,0.9,1.1,0.9,1,1,1,Effective reproduction no.,Unsure
Wenceslau Guimarães,1,0,3,1,1,1,1,New confirmed cases by infection date,Decreasing
Xanxerê,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Xapuri,1,0.9,1,1,1,1,1,Effective reproduction no.,Unsure
Xaxim,1,0,3,1,1,1,1,New confirmed cases by infection date,Decreasing
Xinguara,1,0.9,1.1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Zortéa,1,0,3,0,1,1,1,New confirmed cases by infection date,Likely decreasing
Zé Doca,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Águas Belas,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Águas Lindas de Goiás,1,0.9,1.1,1,1,1,1,Effective reproduction no.,Unsure
Águia Branca,1,0,2,0,1,0,0,New confirmed cases by infection date,Decreasing
Conceição da Barra,0.98,0.89,1.05,0.96,1,0.99,1,Effective reproduction no.,Unsure
Senador Guiomard,0.97,0.85,1.05,0.95,1,0.97,0.99,Effective reproduction no.,Unsure
Seropédica,0.97,0.88,1.07,0.94,0.99,0.96,0.98,Effective reproduction no.,Likely decreasing
Presidente Dutra,0.96,0.78,1.11,0.91,1,0.95,0.98,Effective reproduction no.,Unsure
Água Preta,0.96,0.84,1.08,0.93,1,0.95,0.97,Effective reproduction no.,Likely decreasing
Fundão,0.95,0.87,1.01,0.94,0.98,0.95,0.96,Effective reproduction no.,Likely decreasing
Teodoro Sampaio,0.95,0.88,1.02,0.93,0.97,0.95,0.96,Effective reproduction no.,Likely decreasing
Curaçá,0.94,0.84,1.03,0.91,0.97,0.94,0.96,Effective reproduction no.,Likely decreasing
Lajedo,0.94,0.87,0.99,0.91,0.95,0.93,0.95,Effective reproduction no.,Decreasing
Placas,0.94,0.83,1.03,0.92,0.97,0.94,0.95,Effective reproduction no.,Likely decreasing
Quissamã,0.94,0.86,1.02,0.92,0.97,0.93,0.95,Effective reproduction no.,Likely decreasing
Urânia,0.94,0.87,1.01,0.92,0.97,0.93,0.95,Effective reproduction no.,Likely decreasing
Sanharó,0.93,0.84,1.03,0.9,0.95,0.92,0.93,Effective reproduction no.,Likely decreasing
Rodeio,0.92,0.81,1.01,0.89,0.94,0.91,0.93,Effective reproduction no.,Likely decreasing
Santa Juliana,0.92,0.83,1.04,0.9,0.96,0.91,0.93,Effective reproduction no.,Likely decreasing
São José da Lapa,0.92,0.86,0.99,0.89,0.94,0.91,0.93,Effective reproduction no.,Decreasing
Uchoa,0.92,0.86,0.99,0.9,0.94,0.92,0.93,Effective reproduction no.,Decreasing
Itapajé,0.91,0.84,0.99,0.88,0.92,0.89,0.91,Effective reproduction no.,Decreasing
Abaetetuba,0.9,0.8,1.1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Abreu e Lima,0.9,0.9,1,0.9,0.9,0.9,0.9,Effective reproduction no.,Decreasing
Acarape,0.9,0.7,1,0.8,0.9,0.8,0.9,Effective reproduction no.,Decreasing
Afuá,0.9,0.8,1,0.9,1,0.9,0.9,Effective reproduction no.,Likely decreasing
Alagoinha,0.9,0.9,1,0.9,0.9,0.9,0.9,Effective reproduction no.,Likely decreasing
Alagoinhas,0.9,0.8,1,0.9,1,0.9,0.9,Effective reproduction no.,Decreasing
Aldeias Altas,0.9,0.8,1,0.9,0.9,0.9,0.9,Effective reproduction no.,Decreasing
Alegrete,0.9,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Alenquer,0.9,0.8,1.1,0.9,1,0.9,0.9,Effective reproduction no.,Likely decreasing
Almadina,0.9,0.8,1,0.9,0.9,0.9,0.9,Effective reproduction no.,Decreasing
Altamira,0.9,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Alto Alegre do Pindaré,0.9,0.8,1.1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Americana,0.9,0.8,1.1,0.9,1,0.9,1,Effective reproduction no.,Unsure
Américo de Campos,0.9,0.8,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Anamã,0.9,0.8,1,0.9,1,0.9,0.9,Effective reproduction no.,Likely decreasing
Aquidabã,0.9,0.8,1,0.9,0.9,0.9,0.9,Effective reproduction no.,Likely decreasing
Aracaju,0.9,0.9,0.9,0.9,0.9,0.9,0.9,Effective reproduction no.,Decreasing
Aracati,0.9,0.8,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Araci,0.9,0.8,1,0.9,0.9,0.9,0.9,Effective reproduction no.,Decreasing
Araguaçu,0.9,0.8,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Araçoiaba da Serra,0.9,0.8,1,0.8,0.9,0.9,0.9,Effective reproduction no.,Decreasing
Areia,0.9,0.8,1,0.9,0.9,0.9,0.9,Effective reproduction no.,Decreasing
Areia Branca,0.9,0.8,1,0.9,0.9,0.9,0.9,Effective reproduction no.,Likely decreasing
Ariquemes,0.9,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Arujá,0.9,0.9,1,0.9,1,0.9,1,Effective reproduction no.,Likely decreasing
Assaí,0.9,0.8,1,0.9,0.9,0.9,0.9,Effective reproduction no.,Decreasing
Assis Brasil,0.9,0.9,1,0.9,1,0.9,0.9,Effective reproduction no.,Likely decreasing
